	eta_sg0_words	eta_sg0	eta_sg0_rang	dispersion	dispersion_numeric
0	untuniutntrng55886	0.7804687499999999	1	1000/1	1000.0
1	untuniutntrng55886	0.7804687499999998	1	1000/1	1000.0
2	untuniutntrng55886	0.78046875	1	1000/1	1000.0
3	untuniutntrng55886	0.7804687499999999	1	1000/1	1000.0
4	untuniutntrng55886	0.7804687499999998	1	1000/1	1000.0
5	untuniutntrng55886	0.7804687499999999	1	1000/1	1000.0
6	untuniutntrng55886	0.7804687499999998	1	1000/1	1000.0
7	untuniutntrng55886	0.7804687499999998	1	1000/1	1000.0
8	untuniutntrng55886	0.7804687499999999	1	1000/1	1000.0
9	untuniutntrng55886	0.7804687499999999	1	1000/1	1000.0
10	untuniutntrng55886	0.7804687499999999	1	1000/1	1000.0
11	untuniutntrng55886	0.78046875	1	1000/1	1000.0
12	untuniutntrng55886	0.7804687499999999	1	1000/1	1000.0
13	untuniutntrng55886	0.78046875	1	1000/1	1000.0
14	untuniutntrng55886	0.7804687499999999	1	1000/1	1000.0
15	untuniutntrng55886	0.7804687499999999	1	1000/1	1000.0
16	untuniutntrng55886	0.7804687499999998	1	1000/1	1000.0
17	untuniutntrng55886	0.78046875	1	1000/1	1000.0
18	untuniutntrng55886	0.7804687499999998	1	1000/1	1000.0
19	untuniutntrng55886	0.78046875	1	1000/1	1000.0
20	untuniutntrng55886	0.78046875	1	1000/1	1000.0
21	untuniutntrng55886	0.7804687499999998	1	1000/1	1000.0
22	untuniutntrng55886	0.78046875	1	1000/1	1000.0
23	untuniutntrng55886	0.7804687499999999	1	1000/1	1000.0
24	untuniutntrng55886	0.7804687499999999	1	1000/1	1000.0
25	untuniutntrng55886	0.7804687499999998	1	1000/1	1000.0
26	untuniutntrng55886	0.7804687499999999	1	1000/1	1000.0
27	untuniutntrng55886	0.78046875	1	1000/1	1000.0
28	untuniutntrng55886	0.7804687499999999	1	1000/1	1000.0
29	untuniutntrng55886	0.7804687499999998	1	1000/1	1000.0
30	untuniutntrng55886	0.7804687499999999	1	1000/1	1000.0
31	untuniutntrng55886	0.7804687499999998	1	1000/1	1000.0
32	untuniutntrng55886	0.78046875	1	1000/1	1000.0
33	untuniutntrng55886	0.78046875	1	1000/1	1000.0
34	untuniutntrng55886	0.7804687499999999	1	1000/1	1000.0
35	untuniutntrng55886	0.7804687499999998	1	1000/1	1000.0
36	untuniutntrng55886	0.7804687499999998	1	1000/1	1000.0
37	untuniutntrng55886	0.7804687499999998	1	1000/1	1000.0
38	untuniutntrng55886	0.7804687499999998	1	1000/1	1000.0
39	untuniutntrng55886	0.7804687499999999	1	1000/1	1000.0
40	untuniutntrng55886	0.78046875	1	1000/1	1000.0
41	untuniutntrng55886	0.7804687499999999	1	1000/1	1000.0
42	untuniutntrng55886	0.7804687499999998	1	1000/1	1000.0
43	untuniutntrng55886	0.7804687499999998	1	1000/1	1000.0
44	untuniutntrng55886	0.7804687499999999	1	1000/1	1000.0
45	untuniutntrng55886	0.7804687499999999	1	1000/1	1000.0
46	untuniutntrng55886	0.7804687499999998	1	1000/1	1000.0
47	untuniutntrng55886	0.7804687499999999	1	1000/1	1000.0
48	untuniutntrng55886	0.7804687499999999	1	1000/1	1000.0
49	untuniutntrng55886	0.7804687499999999	1	1000/1	1000.0
50	untuniutntrng55886	0.7804687499999999	1	1000/1	1000.0
51	untuniutntrng55886	0.7804687499999999	1	1000/1	1000.0
52	untuniutntrng55886	0.78046875	1	1000/1	1000.0
53	untuniutntrng55886	0.7804687499999999	1	1000/1	1000.0
54	untuniutntrng55886	0.7804687499999998	1	1000/1	1000.0
55	untuniutntrng55886	0.78046875	1	1000/1	1000.0
56	untuniutntrng55886	0.78046875	1	1000/1	1000.0
57	untuniutntrng55886	0.7804687499999998	1	1000/1	1000.0
58	untuniutntrng55886	0.7804687499999998	1	1000/1	1000.0
59	untuniutntrng55886	0.78046875	1	1000/1	1000.0
60	untuniutntrng55886	0.7804687499999999	1	1000/1	1000.0
61	untuniutntrng55886	0.78046875	1	1000/1	1000.0
62	untuniutntrng55886	0.7804687499999999	1	1000/1	1000.0
63	untuniutntrng55886	0.7804687499999999	1	1000/1	1000.0
64	untuniutntrng55886	0.7804687499999999	1	1000/1	1000.0
65	untuniutntrng55886	0.78046875	1	1000/1	1000.0
66	untuniutntrng55886	0.7804687499999999	1	1000/1	1000.0
67	untuniutntrng55886	0.7804687499999998	1	1000/1	1000.0
68	untuniutntrng55886	0.7804687499999998	1	1000/1	1000.0
69	untuniutntrng55886	0.7804687499999998	1	1000/1	1000.0
70	untuniutntrng55886	0.7804687499999999	1	1000/1	1000.0
71	untuniutntrng55886	0.7804687499999999	1	1000/1	1000.0
72	untuniutntrng55886	0.7804687499999998	1	1000/1	1000.0
73	untuniutntrng55886	0.7804687499999998	1	1000/1	1000.0
74	untuniutntrng55886	0.7804687499999998	1	1000/1	1000.0
75	untuniutntrng55886	0.7804687499999999	1	1000/1	1000.0
76	untuniutntrng55886	0.7804687499999998	1	1000/1	1000.0
77	untuniutntrng55886	0.7804687499999999	1	1000/1	1000.0
78	untuniutntrng55886	0.78046875	1	1000/1	1000.0
79	untuniutntrng55886	0.7804687499999999	1	1000/1	1000.0
80	untuniutntrng55886	0.7804687499999998	1	1000/1	1000.0
81	untuniutntrng55886	0.7804687499999998	1	1000/1	1000.0
82	untuniutntrng55886	0.7804687499999999	1	1000/1	1000.0
83	untuniutntrng55886	0.7804687499999999	1	1000/1	1000.0
84	untuniutntrng55886	0.7804687499999998	1	1000/1	1000.0
85	untuniutntrng55886	0.7804687499999999	1	1000/1	1000.0
86	untuniutntrng55886	0.7804687499999999	1	1000/1	1000.0
87	untuniutntrng55886	0.7804687499999998	1	1000/1	1000.0
88	untuniutntrng55886	0.7804687499999998	1	1000/1	1000.0
89	untuniutntrng55886	0.78046875	1	1000/1	1000.0
90	untuniutntrng55886	0.7804687499999998	1	1000/1	1000.0
91	untuniutntrng55886	0.7804687499999999	1	1000/1	1000.0
92	untuniutntrng55886	0.7804687499999999	1	1000/1	1000.0
93	untuniutntrng55886	0.7804687499999998	1	1000/1	1000.0
94	untuniutntrng55886	0.7804687499999998	1	1000/1	1000.0
95	untuniutntrng55886	0.78046875	1	1000/1	1000.0
96	untuniutntrng55886	0.7804687499999998	1	1000/1	1000.0
97	untuniutntrng55886	0.7804687499999998	1	1000/1	1000.0
98	untuniutntrng55886	0.7804687499999998	1	1000/1	1000.0
99	untuniutntrng55886	0.7804687499999999	1	1000/1	1000.0
100	untuniutntrng55886	0.07734374999999982	18939	100/10	10.0
101	untuniutntrng55886	0.07734374999999982	19021	100/10	10.0
102	untuniutntrng55886	0.07734374999999992	19008	100/10	10.0
103	untuniutntrng55886	0.07734374999999982	18927	100/10	10.0
104	untuniutntrng55886	0.07734375000000004	18824	100/10	10.0
105	untuniutntrng55886	0.07734375000000004	18834	100/10	10.0
106	untuniutntrng55886	0.07734374999999992	18719	100/10	10.0
107	untuniutntrng55886	0.07734374999999982	18910	100/10	10.0
108	untuniutntrng55886	0.07734374999999992	18885	100/10	10.0
109	untuniutntrng55886	0.07734374999999992	18958	100/10	10.0
110	untuniutntrng55886	0.07734374999999992	18610	100/10	10.0
111	untuniutntrng55886	0.07734374999999992	18757	100/10	10.0
112	untuniutntrng55886	0.07734374999999982	18846	100/10	10.0
113	untuniutntrng55886	0.07734374999999992	18844	100/10	10.0
114	untuniutntrng55886	0.07734374999999982	19077	100/10	10.0
115	untuniutntrng55886	0.07734374999999992	18887	100/10	10.0
116	untuniutntrng55886	0.07734374999999982	18980	100/10	10.0
117	untuniutntrng55886	0.07734374999999992	18761	100/10	10.0
118	untuniutntrng55886	0.07734375000000004	18890	100/10	10.0
119	untuniutntrng55886	0.07734374999999992	19053	100/10	10.0
120	untuniutntrng55886	0.07734375000000004	18872	100/10	10.0
121	untuniutntrng55886	0.07734374999999971	18966	100/10	10.0
122	untuniutntrng55886	0.07734374999999982	18811	100/10	10.0
123	untuniutntrng55886	0.07734374999999992	18930	100/10	10.0
124	untuniutntrng55886	0.07734375000000004	18841	100/10	10.0
125	untuniutntrng55886	0.07734374999999992	18864	100/10	10.0
126	untuniutntrng55886	0.07734374999999982	18955	100/10	10.0
127	untuniutntrng55886	0.07734375000000004	19041	100/10	10.0
128	untuniutntrng55886	0.07734375000000004	18757	100/10	10.0
129	untuniutntrng55886	0.07734374999999992	18840	100/10	10.0
130	untuniutntrng55886	0.07734374999999992	18847	100/10	10.0
131	untuniutntrng55886	0.07734374999999982	18960	100/10	10.0
132	untuniutntrng55886	0.07734375000000004	18869	100/10	10.0
133	untuniutntrng55886	0.07734374999999992	18595	100/10	10.0
134	untuniutntrng55886	0.07734374999999982	18828	100/10	10.0
135	untuniutntrng55886	0.07734374999999982	18948	100/10	10.0
136	untuniutntrng55886	0.07734374999999992	18698	100/10	10.0
137	untuniutntrng55886	0.07734374999999982	18868	100/10	10.0
138	untuniutntrng55886	0.07734374999999992	18802	100/10	10.0
139	untuniutntrng55886	0.07734374999999982	18906	100/10	10.0
140	untuniutntrng55886	0.07734374999999992	18910	100/10	10.0
141	untuniutntrng55886	0.07734374999999992	18877	100/10	10.0
142	untuniutntrng55886	0.07734374999999992	18809	100/10	10.0
143	untuniutntrng55886	0.07734374999999992	18809	100/10	10.0
144	untuniutntrng55886	0.07734374999999982	18906	100/10	10.0
145	untuniutntrng55886	0.07734375000000004	18999	100/10	10.0
146	untuniutntrng55886	0.07734374999999982	18957	100/10	10.0
147	untuniutntrng55886	0.07734374999999982	18784	100/10	10.0
148	untuniutntrng55886	0.07734375000000004	19047	100/10	10.0
149	untuniutntrng55886	0.07734374999999992	18936	100/10	10.0
150	untuniutntrng55886	0.07734374999999992	18901	100/10	10.0
151	untuniutntrng55886	0.07734374999999982	18896	100/10	10.0
152	untuniutntrng55886	0.07734374999999992	18944	100/10	10.0
153	untuniutntrng55886	0.07734374999999982	18947	100/10	10.0
154	untuniutntrng55886	0.07734374999999982	18886	100/10	10.0
155	untuniutntrng55886	0.07734374999999992	18608	100/10	10.0
156	untuniutntrng55886	0.07734374999999982	18977	100/10	10.0
157	untuniutntrng55886	0.07734374999999992	18818	100/10	10.0
158	untuniutntrng55886	0.07734375000000004	18811	100/10	10.0
159	untuniutntrng55886	0.07734374999999982	18918	100/10	10.0
160	untuniutntrng55886	0.07734374999999992	19032	100/10	10.0
161	untuniutntrng55886	0.07734374999999992	18928	100/10	10.0
162	untuniutntrng55886	0.07734374999999982	18819	100/10	10.0
163	untuniutntrng55886	0.07734374999999982	18952	100/10	10.0
164	untuniutntrng55886	0.07734374999999992	18878	100/10	10.0
165	untuniutntrng55886	0.07734375000000004	18700	100/10	10.0
166	untuniutntrng55886	0.07734375000000004	19040	100/10	10.0
167	untuniutntrng55886	0.07734374999999982	19015	100/10	10.0
168	untuniutntrng55886	0.07734374999999992	18747	100/10	10.0
169	untuniutntrng55886	0.07734374999999992	18905	100/10	10.0
170	untuniutntrng55886	0.07734374999999992	18589	100/10	10.0
171	untuniutntrng55886	0.07734374999999992	19049	100/10	10.0
172	untuniutntrng55886	0.07734374999999992	18898	100/10	10.0
173	untuniutntrng55886	0.07734374999999992	18810	100/10	10.0
174	untuniutntrng55886	0.07734374999999992	19010	100/10	10.0
175	untuniutntrng55886	0.07734374999999982	18854	100/10	10.0
176	untuniutntrng55886	0.07734374999999992	18810	100/10	10.0
177	untuniutntrng55886	0.07734374999999992	18809	100/10	10.0
178	untuniutntrng55886	0.07734374999999982	18860	100/10	10.0
179	untuniutntrng55886	0.07734374999999992	18936	100/10	10.0
180	untuniutntrng55886	0.07734374999999992	18797	100/10	10.0
181	untuniutntrng55886	0.07734375000000004	18734	100/10	10.0
182	untuniutntrng55886	0.07734374999999992	18838	100/10	10.0
183	untuniutntrng55886	0.07734374999999992	18984	100/10	10.0
184	untuniutntrng55886	0.07734374999999992	19015	100/10	10.0
185	untuniutntrng55886	0.07734374999999982	18935	100/10	10.0
186	untuniutntrng55886	0.07734374999999982	19000	100/10	10.0
187	untuniutntrng55886	0.07734374999999982	19081	100/10	10.0
188	untuniutntrng55886	0.07734374999999992	18878	100/10	10.0
189	untuniutntrng55886	0.07734374999999982	19097	100/10	10.0
190	untuniutntrng55886	0.07734374999999982	18983	100/10	10.0
191	untuniutntrng55886	0.07734374999999992	18856	100/10	10.0
192	untuniutntrng55886	0.07734374999999982	18864	100/10	10.0
193	untuniutntrng55886	0.07734374999999992	18896	100/10	10.0
194	untuniutntrng55886	0.07734374999999982	18862	100/10	10.0
195	untuniutntrng55886	0.07734374999999982	18863	100/10	10.0
196	untuniutntrng55886	0.07734374999999992	18795	100/10	10.0
197	untuniutntrng55886	0.07734375000000004	18948	100/10	10.0
198	untuniutntrng55886	0.07734375000000004	18801	100/10	10.0
199	untuniutntrng55886	0.07734374999999992	18961	100/10	10.0
200	untuniutntrng55886	0.0070312500000000435	21930	10/100	0.1
201	untuniutntrng55886	0.0070312500000000435	22091	10/100	0.1
202	untuniutntrng55886	0.0070312499999998215	22394	10/100	0.1
203	untuniutntrng55886	0.0070312499999999325	22170	10/100	0.1
204	untuniutntrng55886	0.0070312499999999325	22274	10/100	0.1
205	untuniutntrng55886	0.0070312499999999325	22003	10/100	0.1
206	untuniutntrng55886	0.0070312499999998215	22074	10/100	0.1
207	untuniutntrng55886	0.0070312499999998215	22298	10/100	0.1
208	untuniutntrng55886	0.0070312499999999325	22064	10/100	0.1
209	untuniutntrng55886	0.0070312499999998215	22259	10/100	0.1
210	untuniutntrng55886	0.0070312499999999325	22254	10/100	0.1
211	untuniutntrng55886	0.0070312499999999325	22079	10/100	0.1
212	untuniutntrng55886	0.0070312500000000435	21809	10/100	0.1
213	untuniutntrng55886	0.0070312499999998215	22107	10/100	0.1
214	untuniutntrng55886	0.0070312499999999325	22241	10/100	0.1
215	untuniutntrng55886	0.0070312499999999325	22149	10/100	0.1
216	untuniutntrng55886	0.0070312499999999325	22369	10/100	0.1
217	untuniutntrng55886	0.0070312499999999325	22130	10/100	0.1
218	untuniutntrng55886	0.0070312500000000435	22050	10/100	0.1
219	untuniutntrng55886	0.0070312499999998215	22122	10/100	0.1
220	untuniutntrng55886	0.0070312499999998215	22141	10/100	0.1
221	untuniutntrng55886	0.0070312499999999325	22145	10/100	0.1
222	untuniutntrng55886	0.0070312499999999325	22099	10/100	0.1
223	untuniutntrng55886	0.0070312500000000435	21733	10/100	0.1
224	untuniutntrng55886	0.0070312499999998215	22232	10/100	0.1
225	untuniutntrng55886	0.0070312499999999325	22006	10/100	0.1
226	untuniutntrng55886	0.0070312500000000435	21967	10/100	0.1
227	untuniutntrng55886	0.0070312499999999325	22017	10/100	0.1
228	untuniutntrng55886	0.0070312499999999325	22080	10/100	0.1
229	untuniutntrng55886	0.0070312500000000435	22024	10/100	0.1
230	untuniutntrng55886	0.0070312499999999325	22278	10/100	0.1
231	untuniutntrng55886	0.0070312499999999325	22162	10/100	0.1
232	untuniutntrng55886	0.0070312500000000435	21855	10/100	0.1
233	untuniutntrng55886	0.0070312500000000435	21879	10/100	0.1
234	untuniutntrng55886	0.0070312499999999325	21916	10/100	0.1
235	untuniutntrng55886	0.0070312499999999325	21950	10/100	0.1
236	untuniutntrng55886	0.0070312499999999325	21965	10/100	0.1
237	untuniutntrng55886	0.0070312499999999325	22087	10/100	0.1
238	untuniutntrng55886	0.0070312499999999325	22242	10/100	0.1
239	untuniutntrng55886	0.0070312499999999325	22127	10/100	0.1
240	untuniutntrng55886	0.0070312499999999325	22158	10/100	0.1
241	untuniutntrng55886	0.0070312499999999325	22288	10/100	0.1
242	untuniutntrng55886	0.0070312499999999325	22032	10/100	0.1
243	untuniutntrng55886	0.0070312499999998215	22443	10/100	0.1
244	untuniutntrng55886	0.0070312500000000435	21974	10/100	0.1
245	untuniutntrng55886	0.0070312499999999325	22045	10/100	0.1
246	untuniutntrng55886	0.0070312500000000435	21710	10/100	0.1
