tombée	NOUN	tombée
épanouie	VERB	épanouir
acteur	NOUN	acteur
micro	NOUN	micro
veux	ADJ	veux
exigences	NOUN	exigence
prenne	VERB	prendre
question	NOUN	question
pas	ADV	pas
savoir	VERB	savoir
arrière	NOUN	arrière
candide	ADJ	candide
du	ADP	de
un	DET	un
Kaori	PROPN	Kaori
grange	NOUN	grange
le	DET	le
bien	ADV	bien
le	DET	le
chers	ADJ	cher
jour	NOUN	jour
chez	ADP	chez
ce	DET	ce
anonymat	NOUN	anonymat
Avec	ADP	avec
donnez	VERB	donner
un	DET	un
faite	VERB	faire
marché	NOUN	marché
charrier	VERB	charrier
que	PRON	que
un	DET	un
de	ADP	de
goinfrait	VERB	goinfrer
Puis	CCONJ	puis
de	ADP	de
de	ADP	de
femme	NOUN	femme
immaculées	VERB	immaculer
Alfred	PROPN	Alfred
obscurité	NOUN	obscurité
sans	ADP	sans
uneplante	NOUN	uneplante
lui	PRON	lui
de	ADP	de
Par	ADP	par
dîner	NOUN	dîner
On	PRON	on
je	PRON	je
une	DET	un
voir	VERB	voir
glisser	VERB	glisser
en	ADP	en
se	PRON	se
entre	ADP	entre
inscrivant	VERB	inscrire
respire	ADJ	respir
te	VERB	te
étaient	AUX	être
Dillon	PROPN	Dillon
Nouvelle	PROPN	Nouvelle
Jamais	ADV	jamais
dire	VERB	dire
genre	NOUN	genre
Et	CCONJ	et
produits	NOUN	produit
une	DET	un
raison	NOUN	raison
autres	ADJ	autre
serait	AUX	être
quelque	DET	quelque
qu'	SCONJ	que
votre	DET	votre
Enfin	ADV	enfin
je	PRON	je
sac	NOUN	sac
peau	NOUN	peau
si	ADV	si
votre	DET	votre
porte	NOUN	porte
ses	DET	son
que	SCONJ	que
sonnait	VERB	sonner
très	ADV	très
de	ADP	de
fille	NOUN	fille
venu	VERB	venir
découvrait	VERB	découvrir
il	PRON	il
voulez	VERB	vouloir
le	DET	le
dirigea	VERB	diriger
les	DET	le
mais	CCONJ	mais
lui	PRON	lui
navire	NOUN	navire
arrive	VERB	arrive
toute	DET	tout
elle	PRON	lui
puisqu'	SCONJ	puisque
Lambs	PROPN	Lambs
aucune	DET	aucun
la	DET	le
pas	ADV	pas
as	PRON	as
Si	SCONJ	si
que	SCONJ	que
elle	PRON	lui
plomb	NOUN	plomb
moi	PRON	moi
son	DET	son
Et	CCONJ	et
aussitôt	ADV	aussitôt
Un	DET	un
estampillés	NOUN	estampillé
Pouce	PROPN	Pouce
Je	PRON	je
présent	NOUN	présent
nous	PRON	nous
vous	PRON	vous
madame	NOUN	Monsieur
un	DET	un
créé	VERB	créer
qu'	ADV	qu'
il	PRON	il
le	DET	le
Marie-Anne	PROPN	Marie-Anne
nom	NOUN	nom
passage	NOUN	passage
son	DET	son
de	ADP	de
Qu'	PRON	qu'
talons	NOUN	talon
recouvert	NOUN	recouvert
Tu	ADP	tu
Non	ADV	non
Zeta.s'	NOUN	zeta.s'
tu	SCONJ	tu
et	CCONJ	et
sombres	ADJ	sombre
malgré	ADP	malgré
effaça	NOUN	effaça
endroit	NOUN	endroit
le	DET	le
pâte	NOUN	pâte
la	DET	le
pas	ADV	pas
pas	ADV	pas
sommes	AUX	être
Comme	SCONJ	comme
en	ADP	en
du	ADP	de
une	DET	un
doigts	NOUN	doigt
mon	DET	mon
le	DET	le
libéra	NOUN	libéra
figurants	NOUN	figurant
en	ADP	en
et	CCONJ	et
un	DET	un
avaient	AUX	avoir
dans	ADP	dans
écrit	VERB	écrire
un	DET	un
est	AUX	être
contour	VERB	contour
bibliothèque	NOUN	bibliothèque
quand	SCONJ	quand
moi	PRON	moi
et	CCONJ	et
monde	NOUN	monde
nombre	NOUN	nombre
diamètre	X	diamètre
beau	ADJ	beau
Denise	PROPN	Denise
extensosur	ADP	extensosur
être	AUX	être
ça	PRON	cela
donnée	NOUN	donnée
conclut	VERB	conclure
sur	ADP	sur
ai	VERB	avoir
Trois	NUM	Trois
donc	ADV	donc
remarqua	VERB	remarquer
quotidienne	VERB	quotidienne
près	ADV	près
passage	NOUN	passage
des	ADP	de
ne	ADV	ne
De	ADP	de
cantiques	NOUN	cantique
vagues	ADJ	vague
nouvelle	ADJ	nouveau
même	ADV	même
Impossible	NOUN	impossible
de	ADP	de
je	PRON	je
direction	NOUN	direction
pas	ADV	pas
il	PRON	il
avait	AUX	avoir
long	ADJ	long
Tu	ADP	tu
adressées	VERB	adresser
tout	ADV	tout
de	ADP	de
toujours	ADV	toujours
le	DET	le
la	DET	le
étage	NOUN	étage
il	PRON	il
il	PRON	il
de	ADP	de
Sais	PROPN	Sais
ruait	VERB	ruer
ce	PRON	ce
une	DET	un
admirateurs	NOUN	admirateur
de	ADP	de
poignets	NOUN	poignet
rue	NOUN	rue
est	AUX	être
son	DET	son
un	DET	un
il	PRON	il
rien	PRON	rien
Seulement	ADV	seulement
seul	ADJ	seul
de	ADP	de
